image_number,noise_type,mask_type,original_path,noisy_path,inpainted_path,PSNR_original_vs_noisy,PSNR_original_vs_inpainted,PSNR_noisy_vs_inpainted,SSIM_original_vs_noisy,SSIM_original_vs_inpainted,SSIM_noisy_vs_inpainted,MSE_original_vs_noisy,MSE_original_vs_inpainted,MSE_noisy_vs_inpainted
000003,uniform,rectangle_random,img_align_celeba\000003.jpg,noise_image\000003_uniform.jpg,noise_inpainted_results\000003_uniform_rectangle_random_inpainted.jpg,21.732402695762957,20.33051049040243,18.216936106821677,0.28253341567278106,0.2344134989410059,0.13181052224394096,436.35513520942857,602.6002559873552,980.3626344363124
000003,uniform,triangle_random,img_align_celeba\000003.jpg,noise_image\000003_uniform.jpg,noise_inpainted_results\000003_uniform_triangle_random_inpainted.jpg,21.732402695762957,20.367658661110084,18.26090764112763,0.28253341567278106,0.23666164502822942,0.13817767384270055,436.35513520942857,597.4677868261005,970.4867195821737
000004,gaussian,circle_random,img_align_celeba\000004.jpg,noise_image\000004_gaussian.jpg,noise_inpainted_results\000004_gaussian_circle_random_inpainted.jpg,24.04697079959547,16.214263677418923,15.834526506796099,0.5893698838348006,0.16701776455026793,0.1512196646736028,256.0844930075937,1554.7264714977837,1696.788492595265
000004,gaussian,line_random,img_align_celeba\000004.jpg,noise_image\000004_gaussian.jpg,noise_inpainted_results\000004_gaussian_line_random_inpainted.jpg,24.04697079959547,16.21196847595333,15.835637809741787,0.5893698838348006,0.1670315374971705,0.15167436621967825,256.0844930075937,1555.5483455313886,1696.354362093255
000004,gaussian,rectangle_random,img_align_celeba\000004.jpg,noise_image\000004_gaussian.jpg,noise_inpainted_results\000004_gaussian_rectangle_random_inpainted.jpg,24.04697079959547,16.213488854928276,15.836650253743718,0.5893698838348006,0.16970607654940775,0.1537116178865672,256.0844930075937,1555.0038741710478,1695.9589475311823
000004,gaussian,triangle_random,img_align_celeba\000004.jpg,noise_image\000004_gaussian.jpg,noise_inpainted_results\000004_gaussian_triangle_random_inpainted.jpg,24.04697079959547,16.252263867423142,15.86708340780244,0.5893698838348006,0.16956290188754464,0.15285093211226136,256.0844930075937,1541.1821633508573,1684.116070508195
000005,uniform,circle_random,img_align_celeba\000005.jpg,noise_image\000005_uniform.jpg,noise_inpainted_results\000005_uniform_circle_random_inpainted.jpg,21.717704392903396,17.400214191890147,16.156792229866415,0.4144547046086429,0.24618766586411658,0.1633784736961813,437.8344414665155,1183.2021269284953,1575.4373518194
000005,uniform,line_random,img_align_celeba\000005.jpg,noise_image\000005_uniform.jpg,noise_inpainted_results\000005_uniform_line_random_inpainted.jpg,21.717704392903396,17.546037275050146,16.26390219029918,0.4144547046086429,0.24977112127219547,0.16556547108187072,437.8344414665155,1144.1333195890459,1537.0575971549324
000005,uniform,rectangle_random,img_align_celeba\000005.jpg,noise_image\000005_uniform.jpg,noise_inpainted_results\000005_uniform_rectangle_random_inpainted.jpg,21.717704392903396,17.373696477710826,16.138240794413516,0.4144547046086429,0.24577057119533632,0.16388139070676988,437.8344414665155,1190.4487767584098,1582.1814245954026
000005,uniform,triangle_random,img_align_celeba\000005.jpg,noise_image\000005_uniform.jpg,noise_inpainted_results\000005_uniform_triangle_random_inpainted.jpg,21.717704392903396,17.56577711150544,16.28289912838865,0.4144547046086429,0.2519230619128274,0.16801975323388654,437.8344414665155,1138.944730783768,1530.3488729684225
000006,uniform,circle_random,img_align_celeba\000006.jpg,noise_image\000006_uniform.jpg,noise_inpainted_results\000006_uniform_circle_random_inpainted.jpg,22.3008600350599,16.864569043084757,16.089274469919165,0.5267984841711785,0.25026642031048035,0.174452570074605,382.8197694395767,1338.515659897605,1600.1213276981755
000006,uniform,line_random,img_align_celeba\000006.jpg,noise_image\000006_uniform.jpg,noise_inpainted_results\000006_uniform_line_random_inpainted.jpg,22.3008600350599,16.911555891071824,16.120132350317594,0.5267984841711785,0.25025299148964836,0.1759770226532705,382.8197694395767,1324.1121533862488,1588.792298044875
000006,uniform,rectangle_random,img_align_celeba\000006.jpg,noise_image\000006_uniform.jpg,noise_inpainted_results\000006_uniform_rectangle_random_inpainted.jpg,22.3008600350599,16.796442637616632,16.024118785773947,0.5267984841711785,0.2399109475541352,0.1682741205576713,382.8197694395767,1359.6780830154967,1624.308370271106
000006,uniform,triangle_random,img_align_celeba\000006.jpg,noise_image\000006_uniform.jpg,noise_inpainted_results\000006_uniform_triangle_random_inpainted.jpg,22.3008600350599,16.92099403951434,16.12573713635769,0.5267984841711785,0.2526110939360776,0.17778030170897266,382.8197694395767,1321.2376988626602,1586.743205167852
000007,exponential,circle_random,img_align_celeba\000007.jpg,noise_image\000007_exponential.jpg,noise_inpainted_results\000007_exponential_circle_random_inpainted.jpg,20.147654391688977,14.39260499435658,15.24701973893854,0.7132913418289185,0.34503304543059005,0.29321152751337315,628.5139504518435,2364.938554444559,1942.5776466343675
000007,exponential,line_random,img_align_celeba\000007.jpg,noise_image\000007_exponential.jpg,noise_inpainted_results\000007_exponential_line_random_inpainted.jpg,20.147654391688977,14.711378364195863,15.528227192737312,0.7132913418289185,0.35406032474008886,0.300516496885093,628.5139504518435,2197.5690220939423,1820.7807013022712
000007,exponential,rectangle_random,img_align_celeba\000007.jpg,noise_image\000007_exponential.jpg,noise_inpainted_results\000007_exponential_rectangle_random_inpainted.jpg,20.147654391688977,14.693758001214727,15.421172948697276,0.7132913418289185,0.3625921259104769,0.3093951131477727,628.5139504518435,2206.5031955468507,1866.2209737827716
000007,exponential,triangle_random,img_align_celeba\000007.jpg,noise_image\000007_exponential.jpg,noise_inpainted_results\000007_exponential_triangle_random_inpainted.jpg,20.147654391688977,14.665272301339904,15.465476636170582,0.7132913418289185,0.3528280815194799,0.2999126832899942,628.5139504518435,2221.0233824691613,1847.2798680548397
000008,exponential,circle_random,img_align_celeba\000008.jpg,noise_image\000008_exponential.jpg,noise_inpainted_results\000008_exponential_circle_random_inpainted.jpg,18.833151390679042,14.800434718747804,15.547929413567855,0.49877333441628524,0.22122601556428312,0.17270173928561428,850.6780400645981,2152.964599869429,1812.5392485310792
000008,exponential,line_random,img_align_celeba\000008.jpg,noise_image\000008_exponential.jpg,noise_inpainted_results\000008_exponential_line_random_inpainted.jpg,18.833151390679042,14.818646160219114,15.561872985732379,0.49877333441628524,0.22195953494430776,0.17397163554557152,850.6780400645981,2143.9553911967837,1806.7291945847508
000008,exponential,rectangle_random,img_align_celeba\000008.jpg,noise_image\000008_exponential.jpg,noise_inpainted_results\000008_exponential_rectangle_random_inpainted.jpg,18.833151390679042,14.827788672347841,15.569811768262884,0.49877333441628524,0.22087281522714244,0.173299318253589,850.6780400645981,2139.446809607257,1803.4295605264062
000008,exponential,triangle_random,img_align_celeba\000008.jpg,noise_image\000008_exponential.jpg,noise_inpainted_results\000008_exponential_triangle_random_inpainted.jpg,18.833151390679042,14.818579846032227,15.549888099407616,0.49877333441628524,0.2215431656044713,0.172161270722844,850.6780400645981,2143.9881283716454,1811.7219702436175
000009,exponential,circle_random,img_align_celeba\000009.jpg,noise_image\000009_exponential.jpg,noise_inpainted_results\000009_exponential_circle_random_inpainted.jpg,18.93045454123023,15.046123265535565,15.989870388029674,0.5516746842403638,0.24889391200042432,0.20211772040952844,831.8306274267258,2034.5484400233654,1637.1682816204516
000009,exponential,line_random,img_align_celeba\000009.jpg,noise_image\000009_exponential.jpg,noise_inpainted_results\000009_exponential_line_random_inpainted.jpg,18.93045454123023,15.026732421401386,15.97702893527444,0.5516746842403638,0.24670384178605534,0.1991128953763425,831.8306274267258,2043.6528192969797,1642.0163127512628
000009,exponential,rectangle_random,img_align_celeba\000009.jpg,noise_image\000009_exponential.jpg,noise_inpainted_results\000009_exponential_rectangle_random_inpainted.jpg,18.93045454123023,13.889773178394586,14.952567085103803,0.5516746842403638,0.251280189589492,0.20434221834549457,831.8306274267258,2655.2354825962957,2078.8523863519226
000009,exponential,triangle_random,img_align_celeba\000009.jpg,noise_image\000009_exponential.jpg,noise_inpainted_results\000009_exponential_triangle_random_inpainted.jpg,18.93045454123023,14.981776686350642,15.958716236144333,0.5516746842403638,0.24754676814131357,0.2019864523977233,831.8306274267258,2064.91743978284,1648.9547469333058
000010,uniform,circle_random,img_align_celeba\000010.jpg,noise_image\000010_uniform.jpg,noise_inpainted_results\000010_uniform_circle_random_inpainted.jpg,22.188407283348944,16.947487123824224,16.028046596319236,0.4469538730857286,0.1858583566023981,0.12629526726513793,392.86164656564614,1313.202341682988,1622.839990722606
000010,uniform,line_random,img_align_celeba\000010.jpg,noise_image\000010_uniform.jpg,noise_inpainted_results\000010_uniform_line_random_inpainted.jpg,22.188407283348944,17.569019213630565,16.53736708681957,0.4469538730857286,0.20428347118882673,0.14163352362097312,392.86164656564614,1138.0948012232416,1443.2569322750232
000010,uniform,rectangle_random,img_align_celeba\000010.jpg,noise_image\000010_uniform.jpg,noise_inpainted_results\000010_uniform_rectangle_random_inpainted.jpg,22.188407283348944,17.44362869701255,16.45441622435826,0.4469538730857286,0.2076562687274338,0.14403226552536835,392.86164656564614,1171.4330996804454,1471.088289867024
000010,uniform,triangle_random,img_align_celeba\000010.jpg,noise_image\000010_uniform.jpg,noise_inpainted_results\000010_uniform_triangle_random_inpainted.jpg,22.188407283348944,17.059791042394068,16.120264034625023,0.4469538730857286,0.19437273920785192,0.13332658158036856,392.86164656564614,1279.6796292478439,1588.7441243170806
000011,uniform,circle_random,img_align_celeba\000011.jpg,noise_image\000011_uniform.jpg,noise_inpainted_results\000011_uniform_circle_random_inpainted.jpg,22.256177924488284,18.858777382813706,17.36746800305599,0.3295876668543832,0.2563557400604411,0.15766974591087726,386.77871697075904,845.6733068755798,1192.157294780607
000011,uniform,line_random,img_align_celeba\000011.jpg,noise_image\000011_uniform.jpg,noise_inpainted_results\000011_uniform_line_random_inpainted.jpg,22.256177924488284,18.875701372518595,17.38415440648626,0.3295876668543832,0.25563331456194816,0.1589509283069637,386.77871697075904,842.384221557915,1187.5855925505962
000011,uniform,rectangle_random,img_align_celeba\000011.jpg,noise_image\000011_uniform.jpg,noise_inpainted_results\000011_uniform_rectangle_random_inpainted.jpg,22.256177924488284,16.929922618289993,15.935336807532526,0.3295876668543832,0.22797425745630925,0.13527733275212145,386.77871697075904,1318.524181355874,1657.8555217675155
000011,uniform,triangle_random,img_align_celeba\000011.jpg,noise_image\000011_uniform.jpg,noise_inpainted_results\000011_uniform_triangle_random_inpainted.jpg,22.256177924488284,18.630279577168647,17.208729107434028,0.3295876668543832,0.24855207810355187,0.1538492499232196,386.77871697075904,891.3584853795141,1236.5379514139436
